Versão,Operação,Métricas,Metadados do Usuário
4,MERGE,"{\"numTargetRowsCopied\":\"6\",\"numTargetRowsDeleted\":\"0\",\"numTargetFilesAdded\":\"1\",\"numTargetBytesAdded\":\"1478\",\"numTargetBytesRemoved\":\"1444\",\"numTargetDeletionVectorsAdded\":\"0\",\"numTargetRowsMatchedUpdated\":\"1\",\"executionTimeMs\":\"656\",\"numTargetRowsInserted\":\"1\",\"numTargetRowsMatchedDeleted\":\"0\",\"numTargetDeletionVectorsUpdated\":\"0\",\"scanTimeMs\":\"310\",\"numTargetRowsUpdated\":\"1\",\"numOutputRows\":\"8\",\"numTargetDeletionVectorsRemoved\":\"0\",\"numTargetRowsNotMatchedBySourceUpdated\":\"0\",\"numTargetChangeFilesAdded\":\"0\",\"numSourceRows\":\"2\",\"numTargetFilesRemoved\":\"1\",\"numTargetRowsNotMatchedBySourceDeleted\":\"0\",\"rewriteTimeMs\":\"209\"}",
